|                                                                            dimensionalCodeFragment                                                                            |   pattern    |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore$EntryMapping.escape                                                                                                 | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.checkTypeConfiguration                                                                                              | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.entryMapping                                                                                                        | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.getOrCreateCacheMappings                                                                                            | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.kindForName                                                                                                         | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.loadAll                                                                                                             | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.loadCache                                                                                                           | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.prepareBuilders                                                                                                     | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore.typeIdForTypeName                                                                                                   | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getCacheName                                                                                                                      | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getDatabaseSchema                                                                                                                 | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getDatabaseTable                                                                                                                  | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getKeyFields                                                                                                                      | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getKeyType                                                                                                                        | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getValueFields                                                                                                                    | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcType.getValueType                                                                                                                      | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcTypeField.getDatabaseFieldName                                                                                                         | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcTypeField.getJavaFieldName                                                                                                             | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcTypeField.getJavaFieldType                                                                                                             | compute-sync |
| org.apache.ignite.cache.store.jdbc.JdbcTypeField.setJavaFieldType                                                                                                             | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.escape                                                                                                                 | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.getMaxParameterCount                                                                                                   | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.insertQuery                                                                                                            | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.loadCacheQuery                                                                                                         | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.loadCacheSelectRangeQuery                                                                                              | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.loadQuery                                                                                                              | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.mergeQuery                                                                                                             | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.removeQuery                                                                                                            | compute-sync |
| org.apache.ignite.cache.store.jdbc.dialect.JdbcDialect.updateQuery                                                                                                            | compute-sync |
| org.apache.ignite.client.AsyncChannelTest.testAsyncRequests                                                                                                                   | compute-sync |
| org.apache.ignite.client.ClientCache<Integer,Integer>.containsKey                                                                                                             | compute-sync |
| org.apache.ignite.client.ClientCache<Integer,Integer>.get                                                                                                                     | compute-sync |
| org.apache.ignite.client.ClientCache<Integer,Integer>.put                                                                                                                     | compute-sync |
| org.apache.ignite.cluster.BaselineNode.attributes                                                                                                                             | compute-sync |
| org.apache.ignite.cluster.BaselineNode.consistentId                                                                                                                           | compute-sync |
| org.apache.ignite.cluster.ClusterGroup.forNodeId                                                                                                                              | compute-sync |
| org.apache.ignite.cluster.ClusterGroup.forNodeIds                                                                                                                             | compute-sync |
| org.apache.ignite.cluster.ClusterGroup.nodes                                                                                                                                  | compute-sync |
| org.apache.ignite.cluster.ClusterMetrics.getHeapMemoryInitialized                                                                                                             | compute-sync |
| org.apache.ignite.cluster.ClusterMetrics.getHeapMemoryMaximum                                                                                                                 | compute-sync |
| org.apache.ignite.cluster.ClusterMetrics.getTotalCpus                                                                                                                         | compute-sync |
| org.apache.ignite.cluster.ClusterNode.addresses                                                                                                                               | compute-sync |
| org.apache.ignite.cluster.ClusterNode.attribute                                                                                                                               | compute-sync |
| org.apache.ignite.cluster.ClusterNode.consistentId                                                                                                                            | compute-sync |
| org.apache.ignite.cluster.ClusterNode.hostNames                                                                                                                               | compute-sync |
| org.apache.ignite.cluster.ClusterNode.id                                                                                                                                      | compute-sync |
| org.apache.ignite.cluster.ClusterNode.isClient                                                                                                                                | compute-sync |
| org.apache.ignite.cluster.ClusterNode.isLocal                                                                                                                                 | compute-sync |
| org.apache.ignite.cluster.ClusterNode.metrics                                                                                                                                 | compute-sync |
| org.apache.ignite.cluster.ClusterNode.order                                                                                                                                   | compute-sync |
| org.apache.ignite.cluster.ClusterNode.version                                                                                                                                 | compute-sync |
| org.apache.ignite.cluster.ClusterState.active                                                                                                                                 | compute-sync |
| org.apache.ignite.common.NodeSslConnectionMetricTest.beforeTestsStarted                                                                                                       | compute-sync |
| org.apache.ignite.compatibility.persistence.CompoundIndexCompatibilityTest.checkIndex                                                                                         | compute-sync |
| org.apache.ignite.compute.ComputeJobResult.getData                                                                                                                            | compute-sync |
| org.apache.ignite.compute.ComputeJobResult.getException                                                                                                                       | compute-sync |
| org.apache.ignite.compute.ComputeJobResult.getJob                                                                                                                             | compute-sync |
| org.apache.ignite.compute.ComputeJobResult.getNode                                                                                                                            | compute-sync |
| org.apache.ignite.compute.ComputeJobResult.isCancelled                                                                                                                        | compute-sync |
| org.apache.ignite.compute.ComputeJobResultPolicy.fromOrdinal                                                                                                                  | compute-sync |
| org.apache.ignite.compute.ComputeTaskName.value                                                                                                                               | compute-sync |
| org.apache.ignite.configuration.AtomicConfiguration.<obinit>                                                                                                                  | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.<obinit>                                                                                                                  | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.getIdMapper                                                                                                               | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.getNameMapper                                                                                                             | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.getSerializer                                                                                                             | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.getTypeConfigurations                                                                                                     | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.isCompactFooter                                                                                                           | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.setCompactFooter                                                                                                          | compute-sync |
| org.apache.ignite.configuration.BinaryConfiguration.setNameMapper                                                                                                             | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getAffinity                                                                                                              | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getAffinityMapper                                                                                                        | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getAtomicityMode                                                                                                         | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getBackups                                                                                                               | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getCacheMode                                                                                                             | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getDataRegionName                                                                                                        | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getEvictionFilter                                                                                                        | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getEvictionPolicy                                                                                                        | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getEvictionPolicyFactory                                                                                                 | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getInterceptor                                                                                                           | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getName                                                                                                                  | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getNearConfiguration                                                                                                     | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getPartitionLossPolicy                                                                                                   | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.getPlatformCacheConfiguration                                                                                            | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.isEagerTtl                                                                                                               | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.isEncryptionEnabled                                                                                                      | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.isEventsDisabled                                                                                                         | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.isSqlOnheapCacheEnabled                                                                                                  | compute-sync |
| org.apache.ignite.configuration.CacheConfiguration<>.setAffinity                                                                                                              | compute-sync |
